item_id,text
Sweden,"Drawn into a tough UEFA Group A with France, Netherlands and Bulgaria, Sweden weren't given a lot of respect by the onlookers following the international retirement of numerous veterans, including Zlatan Ibrahimovic. However, they surprised by finishing second ahead of Netherlands and then stunned the world by beating Italy in the playoffs by keeping a clean sheet over 180 minutes. That was a major triumph after failing to qualify for the previous two World Cup tournaments. It might sound a bit weird, but Sweden are much more competitive without Ibrahimovic. Granted, they are less glamorous and probably even less feared, but the dressing room is much more united these days. The team spirit is Sweden's biggest strength going into the tournament. Everyone feels part of the squad and everyone is capable of making significant contributions. With modest but ambitious coach Janne Andresson, who masterminded Norrkoping's amazing title triumph in 2015, on the touchline, they are also extremely well organised. Their motivation knows no bounds, the self-confidence is sky-high and they are very physically strong. In addition, key players Andreas Granqvist and Viktor Claesson ply their trade in Russia for Krasnodar. They will feel at home during the tournament. Unity is important, but Sweden definitely lack top quality and their squad is not deep enough to go far in the tournament. Apart from Emil Forsberg, no player can be considered a real star and some of the players have been in rough form lately. Victor Lindelof, the most promising centre-back, had a nightmare debut season at Manchester United. John Guidetti didn't find his feet at Alaves, Ola Toivonen is hardly playing for Toulouse, Marcus Berg chose to move to Al-Ain in Abu Dhabi and first-choice goalkeeper Robin Olsen suffered a very untimely injury. Emil Forsberg should be the leader and the major source of improvisation for Sweden. A bit shy and reserved, he offers a totally different impression as opposed to Ibrahimovic. The RB Leipzig playmaker provided 22 assists in the Bundesliga in 2015-16 and attracted attention of numerous top clubs. Blessed with vision and sublime technical skills, the midfielder, nicknamed ""Mini-Foppa,"" is a joy to watch when on song. He is a sound dead-ball specialist as well and has a keen eye for goal, scoring four times for Sweden in the qualifiers. The problem is that the current Bundesliga season has been much less successful for the schemer, who only had two goals and two assists for Leipzig. I am quite pessimistic about our chances, because our players are not getting regular playing time for their clubs. With Emil Forsberg losing his way at Leipzig, we could struggle to score goals, while problems in central midfield could see us getting overrun defensively. The situation is worse than ever ahead of a major tournament. We might be able to beat South Korea, but embarrassing heavy defeats against Germany and Mexico are not out of question. It will be difficult for us to qualify for the second round. With the most important players in the squad seemingly off form and Mexico always making it into the second round, it's only logical to predict that the Swedes would go out at the group stage. A lot will depend on the first game against South Korea, though, as a convincing win could turn things around."
South_Korea,"South Korea limped through the final round of Asian qualification and were helped over the line more by the failings of others than their own performances. Just four wins from 10 games, all of which came at home, equalled a far-from-convincing performance. It was so unimpressive that coach Uli Stielike was fired with two games remaining, and there was some criticism at home of players celebrating qualification when it finally came, saying that they had not done enough to deserve to do so. Despite their stumbles along the road to Russia, Korea have improved since under new coach Shin Tae-Yong. The Taeguk Warriors can attack at real speed, and just how fast they can be can be a shock: Colombia struggled to cope with the oncoming waves in a November friendly that marked the best performance in some time from the 2002 World Cup semifinalists. There is attacking talent, too. Son Heung-Min has starred for Tottenham Hotspur in the Premier League and UEFA Champions League this season and is desperate to impress in the World Cup. The team also boasts classy midfielders in the shape of Ki Sung-Yeung, Lee Jae-Sung and Kwon Chang-Hoon. If these stars can click and get a little space to play, then Korea can really hurt teams. There is little doubt that defensively, the team has serious issues and has done for some time, almost since the days of Guus Hiddink and summer 2002. Fans have become accustomed to lapses of concentration at the back that suddenly result in a simple ball over the top sending the entire back line into panic. Add that to a tendency by the back four -- and it usually is a four, though a three is not impossible with a coach that likes to keep opponents guessing -- to commit individual mistakes, and there are problems. The goalkeepers can also be added to that. Kim Seung-Gyu is a fine No. 1 but is not world class and is guilty of making errors. Set pieces are a real problem, too, and Sweden, Mexico and Germany will be eager to attack. Son Heung-Min is the clear star of the team, and Korea's chances of progressing depend to a large extent on whether the 25-year-old can produce his best. So important has the forward become that Shin is ready to build the team around ""Sonaldo"" and has even discussed how best to use Son with Tottenham boss Mauricio Pochettino. The main question is whether it is best to play Son on the left side of attack, as a lone striker, with a second striker or with a genuine partner. The most promising experiment came at the end of 2017 in Korea's much-improved performances against Colombia and Serbia, when Son, and the whole attack, looked dangerous in a 4-4-2 formation.There are not so many high-quality players in this Korea team at the moment, which means that reaching the round of 16 will be very tough. Fans hope that Korea can at least give a positive showing in every match."
Belgium,"Belgium had a very easy campaign in UEFA's qualifying Group H, which seemed relatively straightforward in the first place with Greece, Bosnia and Herzegovina, Estonia, Cyprus and Gibraltar. Apart from a rather unlucky home draw against the Greeks (they outshot them 17-2), the Red Devils didn't lose points and made sure of qualification long before the final fixture. They scored 43 goals in the process, Romelu Lukaku leading the way with 11 and Hazard adding six goals and five assists. To put it simply, there was no contest whatsoever. This is the golden generation of Belgian football and even the big stars of the 1980s, including Jan Ceulemans, agree that the current squad is the best ever. There is remarkable quality in every department, starting with Thibaut Courtois in goal. Jan Vertonghen, Toby Alderweireld and Vincent Kompany are all leading defenders plying their trade in England. Mousa Dembele and Radja Nainggolan are supreme in central midfield. Kevin De Bruyne is one the best playmakers in the world, the brightest star at all-conquering Manchester City. Hazard and Dries Mertens are outstanding wingers, with the latter starring as a centre-forward at Napoli in the last two seasons. Lukaku is one of the most powerful and prolific strikers in the Premier League. Martinez can pick a truly magnificent and experienced world-class lineup in every department, meaning they must be considered legitimate contenders to win the whole thing. The one hang-up is that the same players went to the 2014 World Cup and Euro 2016 and didn't deliver the expected results, mostly because they lacked a winning mentality and had tactical problems that resulted in poor balance between the stars. Martinez is a much more able tactician that his predecessor, Marc Wilmots, but some of the same problems remain. It is still unclear whether De Bruyne and Hazard can fulfil their potential together. The mistreatment of Nainggolan is stunning; preferring the likes of Axel Witsel and Marouane Fellaini in midfield is controversial to put it mildly. There is no decent natural left-back either, which is one of the reasons behind the switch to the 3-4-2-1 system. The general feeling is that this team still lacks the killer instinct and doesn't really believe in their ability to turn dreams into reality. Kevin De Bruyne has enjoyed the best season of his career at Manchester City, scoring eight goals, providing 15 assists and delivering countless other defense-splitting passes that led to goals and scoring opportunities but are not considered assists. Very few players in the world possess the Belgian's vision, and he is definitely one of the most pleasant players to watch. The 26-year-old flourished in a somewhat withdrawn role, and that idea was initially proposed by Martinez with the national team. Pep Guardiola used De Bruyne in that position and improved his game, and now he is ready to shine at the biggest stage, knowing that a brilliant World Cup would make him a legitimate contender for Ballon d'Or as well. The biggest question is whether is capable of becoming a true leader for Belgium. This really our best generation ever, especially as far as attacking potential is concerned. Martinez is an improvement on Wilmots on the bench, but the problem is that we will only be able to judge his abilities at the World Cup itself. There is significant criticism of his tactics within the squad, especially regarding the three-man defence. The gold medals tend to go to traditional forces at the World Cup, and Belgium are not one of them. Could they go all the way? I am a bit skeptical. Belgium should make it into the last 16 without problems, beating Panama and Tunisia. If they finish ahead of England and top Group G, Brazil could await them in the quarterfinals. If the finish second behind the Three Lions, they are likely to face Germany in the quarterfinals. That hurdle will be high and it is logical to predict that the Belgians would go out at that point, just like in 2014 and 2016. If they manage to overcome that hurdle, though, they could win the tournament."
Panama,"A complete lack of World Cup experience, which will be a significant disadvantage. Even with Panama's roster of seasoned players, competition at this highest of levels will take a toll. As if that weren't enough, Pamana's Group G features European powerhouses Belgium and England, while Tunisia also figure to be a difficult opponent. It won't be an easy debut for the Red Wave. Veteran keeper Jaime Penedo is the face of the team with 128 caps, the second-most ever for Panama. He plays for Dinamo Bucuresti, where he won a league cup with the Romanian first-division side in 2017. And he was the best goalkeeper in the 2005 and 2013 editions of the Gold Cup; in both instances, Panama finished as runner-up to the United States. My picks to advance to the knockout stage from Group G: Belgium and Panama. I don't want to appear smug when things go Panama's way in the World Cup. Panama's goal is to capitalize on the high of their first World Cup appearance. Any points earned in the group stage can be considered a plus, since it will be virtually impossible to advance against the likes of Belgium, England and Tunisia. In fact, anything but a last-place finish can be considered something to build on. Panama have an experienced manager in Hernan ""Bolillo"" Gomez, and that can help in putting forth a dignified effort."
Tunisia,"Tunisia were drawn into arguably the most favourable of the five African qualifying groups, with the Democratic Republic of Congo representing their sternest rivals. They took 10 points from their four matches against Libya and Guinea, memorably thumping the latter 4-1 in Conakry, but the group was ultimately settled during their double-header against the Leopards. Tunisia were outplayed for large spells in the first match in Rades, but snatched a 2-1 backs-against-the-walls triumph, and then hit the Congolese with two goals in two second-half minutes in Kinshasa to steal a 2-2 draw. The two matches were evidence of their resolve and ability to bounce back -- two qualities that should serve them well in Russia. Tunisia are ostensibly a team without stars, but they boast several excellent midfielders who should be well placed to hold their own against Belgium and England in their opening two fixtures. The trio of Ferjani Sassi, Mohamed Amine Ben Amor and Ghaylen Chaaleli offer balance, discipline and energy in the heart of the park, and will ensure that Tunisia remain competitive. They are a workmanlike bunch, but as they demonstrated in their recent qualifying victories, they will be disciplined and tenacious in protecting the backline. Wahbi Khazri and Naim Sliti offer a touch of class, a goal threat in the final third and decent set-piece delivery. Tunisia netted 11 goals in qualifying, but they were twice frustrated by a limited Libya side, only scoring once -- a Khazri penalty -- over 180 minutes. The loss of Youssef Msakni, the top scorer in the current set-up, is both a bitter personal blow for the player and denies Tunisia arguably their chief goal threat. The erratic forward netted a memorable hat trick in a scintillating evisceration of Guinea during the qualifiers, and it's hard to imagine Fakhreddine Ben Youssef or Taha Yassine Khenissi enjoying similar inspiration. Injury problems for Chaalali, Ben Amor and the influential Ali Maaloul are also concerns for Tunisia's coaching staff as the World Cup approaches. Wahbi Khazri may have flopped in England with Sunderland, but back on loan in France with Rennes, he has continued where he left off in Ligue 1. The talented playmaker has nine goals so far, demonstrating the kind of form that saw him linked to the Premier League originally, and relishes representing his country. He was shortlisted for this year's Marc-Vivien Foe Award and the threat he offers cutting in from the left, or from set pieces, will be a key weapon for Tunisia if they're to cause an upset in Russia. Fitness and form are serious problems. Beyond the absence of Youssef Msakni, which is denying the Tunisia team a key attacking asset, a major uncertainty weighs on other players, physically and psychologically, in an unenviable situation. Tunisia aren't a bad side, boasting a strong midfield and several exciting attacking talents. However, as soon as the draw was made, their chances of reaching the knockout rounds appeared slim. There aren't too many tougher opening fixtures for any side at the World Cup than England and Belgium, and Tunisia could already be out by the time they meet Panama in Saransk in their final fixture. The prognosis already looked bleak before a litany of injuries hit the squad and Msakni was ruled out, and it remains to be seen whether the likes of Maaloul, Chaalali, Rami Bedoui and Ben Amor could be replaced if they fail to make it back it time."
England,"England made light work of a favourable draw in the UEFA qualifying section, emerging unbeaten at the top of a Group F that included Slovakia, Scotland, Slovenia, Lithuania and Malta by a convincing eight-point margin. Scoring 18 goals and conceding three, the only points dropped by Southgate's men came in draws away from home against Slovakia and Scotland. Harry Kane netted five times to lead the team in front of goal, but the gulf in class between the group winners and the chasing pack was underlined by the fact that 11 other players also scored during the campaign. No longer weighed down by the need to configure their attack around a faded Wayne Rooney, England have all the tools to be one of the fastest and most athletic teams at the World Cup. This is a young, dynamic squad with searing pace on the flanks and plenty of lung power in midfield, even with the sad and untimely loss of Alex Oxlade-Chamberlain to injury. If they make it to the knockout stage and face teams who look to dominate possession, Raheem Sterling, Jamie Vardy and Marcus Rashford could be devastating in transition, while Danny Rose, Ryan Bertrand, Kyle Walker and Kieran Trippier can provide further thrust from defence. It's hard to single out one of many. England's modern history of tournament failure becomes a psychological millstone when pressure hits, while penalty shootouts against just about anyone remain a dreaded prospect. There are plenty of flaws in this squad, too. Few of the likely centre-back starters are playing regularly for their clubs at present, while none of England's central midfielders have the technical quality or tactical intelligence to control matches at the highest level. More ominous than anything else, though, is the sense that England still don't know what kind of team they want to be, and time is running out for Southgate to establish a coherent identity ahead of the World Cup. Harry Kane has a compelling claim to be considered the world's best striker and the deadliest finisher England have taken to a major tournament since Michael Owen in 2002. He is more than that, though: an all-round front-man with the intelligence to provide a reference point for an entire attack and make his teammates better. There are shades of both Alan Shearer and Teddy Sheringham in Kane's game and if he hits form, the Tottenham star can make England a threat to anyone. It would not be a surprise if Southgate names Kane his captain ahead of the tournament, although a repeat of Roy Hodgson's bizarre corner-taker experiment at Euro 2016 is best avoided. England will go as far as Kane's goals can take them, and so much will depend on what he has left in the tank after a long and arduous season. To win the World Cup is going to be a miracle, but we have got the players to do it. A lot of us play in probably the best league in the world. We've got the players to do it, but have we got the experience going further along in competitions? No, we haven't. Not in recent years. We need to be realistic. There are a lot of good teams out there and our record in tournaments has not been fantastic. We've had a lot of conversations inside the camp -- England haven't won a knockout game for God knows how many years, so for us to go there and win a knockout game, that would be a step in the right direction. Belgium are the strongest team on paper in Group G, but England should secure the runners-up slot with victories over Tunisia and Panama. That would set up a round-of-16 clash with the winner of Group H, most likely to be Colombia. Jose Pekerman's team are talented but beatable, and while any contest would be tight, Southgate can be optimistic of advancing as long as penalties are avoided. The benchmark of success should be reaching the quarterfinals, where familiar foes Germany will almost certainly be waiting to end their campaign."
Poland,"Poland easily finished top of the relatively comfortable UEFA Group E, winning eight out of 10 fixtures against Denmark, Montenegro, Romania, Armenia and Kazakhstan, even though their 4-0 defeat in Copenhagen was painful. They scored 28 goals, 16 of them coming from star striker Robert Lewandowski. The captain netted hat tricks in key home wins against Romania and Denmark, and their qualification was never really in doubt. Lewandowski finished as European qualifying's top scorer, and Bayern Munich's superstar would definitely be the main weapon in Russia. The Poles are much more than just one striker, though. Coach Adam Nawalka is a popular specialist who is building on a major success at Euro 2016, where Poles reached the quarterfinals and exited only on penalties. They have a solid backbone of experienced leaders, including centre-back Kamil Glik, defender Lukasz Piszczek and midfielder Grzegorz Krychowiak, who are ably complemented by rising young stars like Piotr Zielinski and Karol Linetty. It is a very promising blend that could possibly develop into worthy successors to the majestic Poland teams of the 1970s and '80s that were considered some of the best in the world. Some of the key players didn't have a good club season, which is especially true of Krychowiak who wasn't even a certain starter at West Brom. Arkadiusz Milik barely featured at Napoli after yet another significant injury setback, Kuba Blaszczykowski was injured for most of the season at Wolfsburg, Kamil Grosicki went astray at Hull City, while Wojciech Szczesny spent the season as a bench-warmer behind Gianluigi Buffon at Juventus. Even Lewandowski came under pressure at Bayern Munich for failing to prove his worth in the Champions League. Nawalka needs all of his stars in top form in a difficult group, and Poland might be in trouble if many of them underperform. Finding the right balance in midfield between Krychowiak and Zielinski is another major issue. Robert Lewandowski probably could be considered the greatest-ever Polish footballer already, but he needs a major achievement with the national team to cement his place in history. He is Poland's most prolific player of all time, overtaking Wlodzimierz Lubanski with 52 goals in 93 matches. His form for Bayern was magnificent, with 39 goals in all competitions, but his leadership qualities will come under the spotlight in Russia. Lewandowski had a relatively quiet tournament at Euro 2016, scoring just once, and must be much more efficient at the World Cup if Poland are to go far and become the dark horses. The hope is to reach the quarterfinals, like at Euro 2016, and that target was set by the coach at the start of the qualification campaign. The current generation has what it takes to get there, with some of the players seeing the World Cup as the peak of their international careers. They would also love to prove that they are not a one-man team. The first game against Senegal is the most important. If we win, things will get real. If we lose, everything will be complicated. Group G is very even, and any team can finish top or bottom. Fans are optimistic because we are going to Russia focused and result-oriented. If everything clicks, Poland can be a dark horse and go very far, because they have the right ingredients and a good balance. On the other hand, their rivals in Group H -- especially Senegal and Colombia -- are extremely dangerous, and the adventure could easily end after just three fixtures. It really could go either way. If one absolutely must to make a prediction, though, let us settle for a place in the quarterfinals."
Senegal,"Senegal qualified unbeaten from CAF's Group D after taking 14 points from their six matches, winning four and scoring 10 goals. Their campaign wasn't completely plain sailing, however, and they were made to wait for qualification after letting a 2-1 lead away at Burkina Faso slip in the 88th minute. They were helped by Cape Verde's slow start and the Stallions' inconsistency, and wrapped up qualification with victory over South Africa in Polokwane. Cisse has options across the park, with a wealth of talented forward options, a clutch of rugged and powerful midfielders and the kind of central defensive options that mean the squad can absorb the likely absence of Kara Mbodji because of injury. The key area of strength, however, is in midfield, where Idrissa Gueye performs a key duty, snuffing out opposition attacks and protecting his defence. He has not enjoyed his best campaign at Everton this term, but his defensive numbers have rivalled those of N'Golo Kante in recent seasons, and he's the centrepiece of a strong unit that should contain the likes of Kouyate, Alfred N'Diaye and Cheikh N’Doye. Despite succeeding in ending Senegal's wait for a return to the World Cup, doubts persist about Cisse's aptitude as a coach, particularly when it comes to tactical decisions. Even with the significant attacking options at his disposal, he has yet to truly meld Senegal into a fearsome offensive team, and Cisse has yet to get the best out of his team as an attacking force. Keita Balde, M'Baye Niang and Ismaila Sarr are potentially magnificent supporting actors for Sadio Mane, but they've rarely shown anything close to their best for the national side. Sadio Mane may not have received the same acclaim as he did during his first season at Liverpool, when he was named his team's Player of the Year despite a stop-start campaign, but he remains one of the Premier League's outstanding talents. To date, he has weighed in with 17 contributions in the top flight -- 10 goals and seven assists -- while he has also played a key role in firing Liverpool into another Champions League final. Only the imperious Mohamed Salah has been more influential in Liverpool's campaign -- Mane has eight goals in nine outings -- but could the forward step out of his rival's shadow in Russia? Senegal have a chance at the 2018 World Cup because they have a competitive team that can challenge their three opponents -- Colombia, Poland and Japan. The players and the whole nation are confident, and everybody here believes that the Lions will follow the same path as they did in 2002 -- their first World Cup [when Senegal reached the quarterfinals]. ... There's a funny stat for Senegal at the World Cup. Anytime we've played in one -- including beach soccer, U-20s or mini football -- we've always reached the second round or the quarterfinal lesson [at least]. Senegal have the raw material and the talent to emulate the class of 2002 and reach the quarterfinals. However, it remains to be seen whether Cisse is the man to pull the various elements of this team together to forge a side that can get the best out of its key assets. The evidence of the recent international break suggests that the coach, a veteran of the 2002 squad, is no closer to stumbling upon the truly effective formula that would see them past Colombia, Poland and Japan. However, Senegal have already stunned the watching world once on the grandest stage of all, and if this collective can click, they're capable of doing so once again."
Colombia,"Colombia's qualifying campaign wasn't long-suffering but it wasn't a walk in the park either. They lost points against the stronger teams, but they always capitalized on the weaker ones. They lost both of their games against Argentina and couldn't manage any wins against Brazil, Uruguay or Chile. Their best moments were a clear win over then unbeaten Ecuador and a tie in Lima on the final matchday against Peru, which earned them automatic qualification. It's clear that Colombia has the players to compete against the very best. They have players used to playing in the top European leagues at every position, led by James Rodriguez and Radamel Falcao. The Bayern Munich No.10 finished top scorer at the 2014 World Cup and arrives in Russia in top shape; he's already one of the tournament's favorites to score the most goals. Falcao also has high personal expectations for this tournament after missing the last World Cup through injury. Colombia's 2014 World Cup squad adds two new center-backs who will mark an era: Davinson Sanchez and Yerry Mina. They make up a solid backline with Santiago Arias and Frank Fabra while other quality players like Juan Cuadrado and Luis Muriel boost the team. Even though the Colombia national team has participated in the bigger international tournaments over the past few cycles, they have come up short against the best teams in the top competitions. They need to believe they have the individual and collective assets required to defeat anyone. Another issue that's come up after Brazil 2014 is the lack of strength in the midfield. They are too often overplayed in that area, which negates their quality at both ends. Jose Pekerman should go for a dynamic and creative midfield in order to boost his forwards. James Rodriguez was already Colombia's best player before the 2014 World Cup but nobody expected he would become one of the best in the world. At 22, he ended up being the tournament's top scorer and the leader of the best team Colombia has ever deployed at a World Cup. He added personality and attitude to lead his team in each and every game he played. Nowadays, as a more mature player with experience at two of the top clubs in Europe and coming off a good season at Bayern Munich, Colombian fans will be expecting a lot of him. Because of the level of play shown by their footballers in Europe, Colombia should have as an objective to play five games in Russia 2018 just as they did in Brazil 2014. James Rodriguez, Radamel Falcao, Juan Guillermo Cuadrado and Davinson Sánchez are at their best and allow all Colombians to dream of another historical performance. It's difficult to predict the fortune of a team in a competition such as a World Cup, since there are factors at stake that surpass football itself. However, one can try to outline a possible path and determine which result would be considered a success. If they aim to match their performance in Brazil, they will have to defeat England or Belgium in the round of 16, either of which would be a spectacular challenge for a group of players eager to show their worth. To reach the quarterfinals would be a resounding success while the least expected accomplishment for an acceptable performance would be a victory in the Round of 16."
Japan,"Despite a turbulent campaign, Japan won their group in Asian qualifying to secure their place at the finals, finishing ahead of Saudi Arabia by a solitary point to advance to a sixth consecutive World Cup. A 2-0 win over Australia in their penultimate game saw them book their place and secure first position in the group, claiming one of two automatic berths at the finals as a result. An experienced group of players at their core, several of whom will be appearing at their third World Cup, means Japan will go into the finals in Russia knowing what lies ahead when they take on Poland, Senegal and Colombia. Eiji Kawashima, Keisuke Honda, Yuto Nagatomo, Shinji Okazaki and captain Makoto Hasebe all played in 2010 and 2014 and it will be up to them to give the team the much-needed lift behind the scenes after a difficult lead-in to the finals. Japan's comfort in possession remains a positive. After a disjointed qualifying campaign and a difficult set of friendlies in the buildup to the finals, the sacking of Vahid Halilhodzic has caused significant turbulence within a squad that has been left with just two months to repair the damage under new coach Akira Nishino. The former Gamba Osaka boss, who won the Asian Champions League title in 2008, has never coached at a World Cup, although he led Japan at the Olympic Games in 1996, where they pulled off a surprise win over Brazil. Keisuke Honda remains the biggest star in Japanese football, even though his influence on the pitch has been on the wane in recent times as a lack of playing time in a top level league has blunted his edge. In a team arguably lacking the personality and quality of previous editions, the bleached-blond attacker will generate the headlines at home while his influence in the dressing room, especially among the younger players, remains important. It is likely new coach Nishino will lean on Honda to lift the spirits in the buildup to the finals, and the 31-year-old has managed to reclaim some form after joining Pachuca in Mexico after a disappointing three-and-a-half season spell with AC Milan. I don't think Japan will make a major impact at the World Cup because of the situation in the team. Changing the coach two months before the tournament was not the right thing to do and almost nobody understands the reasons. Sure, the recent results and performances were not good and Halilhodzic's manner was not suitable for Japan but can a new manager instill better tactics in less than two months? Maybe the shock of what has happened can turn things into something of a positive, but I don't think it will be enough to beat strong teams like Poland, Senegal and Colombia. Japan have twice reached the knockout phase of the World Cup, in 2002 and 2010, so anything less than a run to the round of 16 will be seen as unacceptable even under the circumstances the Japan Football Association created by firing Halilhodzic. But Japan have been in a steady decline for much of the past decade, with some attractive football failing to mask the shortcomings of the Samurai Blue. Nishino was appointed in mid-April and will have less than a handful of matches to put over his message to a squad that is low on morale and also lacking the quality of previous incarnations. It's hard to see anything other than a first round exit for Japan -- should they go into the final round of group games with a chance of advancing, that could be deemed to be something of a success."
United_States,"Josh Sargent scored on his debut as a youthful United States side beat Bolivia 3-0 in an international friendly in Chester, Pennsylvania on Monday. Sargent became the fourth-youngest American to score, making an audacious interception of a goalkeeper's pass over his head to put the ball into the net in his international debut at just 18 years, 102 days. Tim Weah, two days younger than Sargent, got his first goal seven minutes later. ""It's great feeling both of us getting to do this together,"" Sargent said. Walker Zimmerman, a relative veteran at 25 but making just his third international appearance, put the Americans ahead in the 37th minute with his first international goal -- a header from Joe Corona's corner kick. Sargent doubled the lead in the 52nd. ""We've come such a long way,"" said Weah, a son of former FIFA Player of the Year and current Liberia President George Weah. ""We just want to impress our fans. We just want to play with our hearts.” Christian Pulisic struggled to make sharp touches in his first national team match since the loss at Trinidad and Tobago last October that ended the U.S. streak of seven consecutive World Cup appearances. Interim U.S. coach Dave Sarachan gave six players their debuts, raising the total to 15 in four matches since he took over after the loss in Trinidad. Defenders Erik Palmer-Brown and Antonee Robinson and goalkeeper Alex Bono joined Sargent as debutants in the starting lineup, and defender Matt Olosunde and midfielder Keaton Parks entered in the second half. The U.S. starting lineup averaged 22 years, 160 days, and 6.7 international appearances. Fans always have sky-high hopes prospects will become stars, and Sargent and Weah raised the anticipation even higher. ""They're reading a lot about themselves and so on,"" Sarachan said. ""They're still steps. If you want to get to A, you still start at D and then to C, then to B. We're very quick to jump them up into the A category. I think that's a process that we have to manage, with expectations, with a lot of noise on the outside.” Only three Americans have scored at a younger age than Weah and Sargent: Pulisic (17 years, 253 days), Juan Agudelo at South Africa in 2010 (17-359) and Jozy Altidore against Mexico in 2008 (18-96). Agudelo is the only younger player to score in his debut. Weah has played just three first-team matches for Paris Saint-Germain, one of his father's former clubs, entering twice as a second-half sub in March and getting his first start on the final day of the season this month. Sargent hasn't played any. Sargent scored four goals at last year's Under-20 World Cup and three at the Under-17 World Cup, where Weah was a teammate. He signed a pro contract with Werder Bremen on his 18th birthday, Feb. 20. That was after the international transfer window closed, making him ineligible until next season. ""I was very nervous to be honest coming out,"" Sargent said. ""It was my first professional game ever.” He made up for lack of experience with daring. Goalkeeper Carlos Lampe rolled the ball to Luis Haquin on the right flank, and the defender returned it. Lampe lofted the ball back toward Haquin. Sargent turned toward the touchline to follow the flight of the ball, stuck out his right leg near the edge of the penalty area to redirect it back toward the center of the field, and then ran onto the ball for an 11-yard right-footed shot that deflected in off the keeper's leg. I saw him start to chip the ball over, so I started backing up a little bit, and had a good touch to turn it around and good shot,"" Sargent said. Weah scored after Antonee Robinson beat a defender down the left flank and made a one-hop cross into the penalty area. Weah made a perfect cut and volleyed the ball with his right foot. ""Once I saw the service come in, I was like, I got to get there. I got to get this. This is my opportunity to get the goal,"" Weah said exuberantly. He had felt pain in his right knee after a challenge about 15 minutes in and signaled he needed to come off. ""He was all over the shop,"" Sarachan said. ""He looked like a kid that has never played at a higher level, to a guy that was looking to come out a game where he wasn't sure if he was even hurt to flying and beating guys. And so he was the prototypical young, nervous guy."""
